"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Points:0","Points:1","Points:2"
1.206,296.3,4.5682,0,2.8409e+05,99073,286.18,0.72455,-0.064081,0.93407,0.85885,0
1.2052,296.48,4.615,0,2.8393e+05,98981,286.1,0.72557,-0.066748,0.93949,0.8589,0
1.2044,296.65,4.6599,0,2.8377e+05,98890,286.03,0.72657,-0.069372,0.94474,0.85894,0
1.2036,296.83,4.703,0,2.8361e+05,98800,285.95,0.72755,-0.071946,0.94982,0.85897,0
1.2029,296.99,4.7443,0,2.8345e+05,98713,285.88,0.72852,-0.074468,0.95473,0.85901,0
1.2021,297.15,4.7837,0,2.833e+05,98627,285.81,0.72946,-0.076934,0.95946,0.85905,0
1.2014,297.31,4.8212,0,2.8316e+05,98543,285.74,0.73037,-0.079338,0.96402,0.85908,0
1.2007,297.46,4.857,0,2.8301e+05,98462,285.67,0.73127,-0.081679,0.9684,0.85912,0
1.2,297.61,4.891,0,2.8287e+05,98383,285.61,0.73213,-0.083952,0.97261,0.85915,0
1.1993,297.75,4.9232,0,2.8274e+05,98306,285.54,0.73297,-0.086155,0.97664,0.85918,0
1.1987,297.89,4.9537,0,2.8261e+05,98232,285.48,0.73379,-0.088284,0.9805,0.85921,0
1.1981,298.02,4.9825,0,2.8248e+05,98161,285.42,0.73457,-0.090337,0.98418,0.85924,0
1.1975,298.15,5.0097,0,2.8236e+05,98093,285.36,0.73532,-0.092312,0.98769,0.85926,0
1.1969,298.27,5.0353,0,2.8224e+05,98027,285.31,0.73605,-0.094207,0.99103,0.85929,0
1.1963,298.38,5.0593,0,2.8213e+05,97964,285.26,0.73674,-0.096022,0.99419,0.85931,0
1.1958,298.49,5.0815,0,2.8202e+05,97903,285.21,0.7374,-0.097773,0.99719,0.85934,0
1.1953,298.6,5.104,0,2.8191e+05,97842,285.16,0.73807,-0.099532,1.0002,0.85936,0
1.1947,298.73,5.1293,0,2.8179e+05,97774,285.1,0.73882,-0.10149,1.0036,0.85939,0
1.194,298.87,5.1573,0,2.8165e+05,97695,285.03,0.73969,-0.10377,1.0074,0.85942,0
1.1932,299.03,5.188,0,2.8149e+05,97605,284.96,0.74067,-0.10634,1.0117,0.85945,0
1.1924,299.21,5.2213,0,2.8132e+05,97506,284.88,0.74176,-0.1092,1.0165,0.85949,0
1.1914,299.41,5.257,0,2.8112e+05,97396,284.78,0.74296,-0.11237,1.0216,0.85953,0
1.1903,299.62,5.295,0,2.8091e+05,97274,284.68,0.7443,-0.11586,1.0273,0.85957,0
1.1892,299.86,5.335,0,2.8067e+05,97141,284.57,0.74576,-0.1197,1.0334,0.85962,0
1.1879,300.11,5.3767,0,2.8041e+05,96995,284.45,0.74735,-0.12389,1.0399,0.85967,0
1.1865,300.39,5.4199,0,2.8013e+05,96837,284.32,0.74909,-0.12845,1.047,0.85972,0
1.185,300.68,5.464,0,2.7982e+05,96665,284.17,0.75097,-0.13341,1.0545,0.85978,0
1.1834,301,5.5088,0,2.7949e+05,96478,284.01,0.75302,-0.13878,1.0624,0.85984,0
1.1816,301.34,5.5537,0,2.7913e+05,96277,283.85,0.75522,-0.14457,1.0709,0.8599,0
1.1797,301.7,5.5981,0,2.7874e+05,96060,283.66,0.75759,-0.15081,1.0798,0.85997,0
1.1777,302.09,5.6414,0,2.7833e+05,95827,283.47,0.76014,-0.15752,1.0892,0.86004,0
1.1755,302.5,5.683,0,2.7788e+05,95577,283.25,0.76288,-0.16472,1.0991,0.86011,0
1.1731,302.93,5.7221,0,2.774e+05,95309,283.03,0.76581,-0.17243,1.1095,0.86019,0
1.1706,303.38,5.7577,0,2.7688e+05,95022,282.78,0.76894,-0.18067,1.1203,0.86027,0
1.1679,303.86,5.7892,0,2.7634e+05,94717,282.52,0.77228,-0.18946,1.1316,0.86035,0
1.165,304.36,5.8153,0,2.7575e+05,94392,282.25,0.77583,-0.19882,1.1434,0.86043,0
1.162,304.88,5.8353,0,2.7513e+05,94046,281.95,0.77961,-0.20876,1.1556,0.86052,0
1.1587,305.42,5.848,0,2.7447e+05,93680,281.64,0.78361,-0.21931,1.1683,0.86061,0
1.1553,305.99,5.8523,0,2.7376e+05,93292,281.3,0.78785,-0.23049,1.1814,0.86069,0
1.1517,306.57,5.8471,0,2.7302e+05,92881,280.95,0.79233,-0.24229,1.1949,0.86078,0
1.1478,307.16,5.8312,0,2.7224e+05,92449,280.57,0.79706,-0.25474,1.2088,0.86087,0
1.1438,307.78,5.8037,0,2.7141e+05,91994,280.18,0.80203,-0.26784,1.2232,0.86096,0
1.1396,308.4,5.7633,0,2.7054e+05,91516,279.76,0.80726,-0.28159,1.2379,0.86105,0
1.1351,309.04,5.7092,0,2.6962e+05,91015,279.32,0.81273,-0.296,1.2529,0.86113,0
1.1304,309.68,5.6403,0,2.6866e+05,90492,278.86,0.81845,-0.31107,1.2684,0.86122,0
1.1256,310.33,5.5558,0,2.6766e+05,89946,278.38,0.82442,-0.32677,1.2841,0.8613,0
1.1205,310.98,5.4551,0,2.6661e+05,89378,277.88,0.83063,-0.34311,1.3001,0.86138,0
1.1152,311.62,5.3375,0,2.6552e+05,88790,277.36,0.83708,-0.36005,1.3164,0.86145,0
1.1097,312.26,5.2026,0,2.644e+05,88180,276.81,0.84376,-0.37759,1.333,0.86152,0
1.1041,312.89,5.0502,0,2.6323e+05,87552,276.24,0.85066,-0.39567,1.3497,0.86159,0
1.0983,313.51,4.8802,0,2.6202e+05,86906,275.66,0.85776,-0.41428,1.3667,0.86164,0
1.0923,314.11,4.6927,0,2.6078e+05,86243,275.06,0.86505,-0.43336,1.3838,0.8617,0
1.0861,314.69,4.488,0,2.5951e+05,85565,274.44,0.87251,-0.45286,1.401,0.86174,0
1.0799,315.24,4.2665,0,2.5821e+05,84875,273.8,0.88013,-0.47273,1.4184,0.86178,0
1.0735,315.77,4.0286,0,2.5688e+05,84174,273.16,0.88788,-0.49289,1.4357,0.86182,0
1.067,316.26,3.7752,0,2.5554e+05,83465,272.5,0.89572,-0.51329,1.4532,0.86184,0
1.0605,316.72,3.5066,0,2.5418e+05,82752,271.83,0.90364,-0.53381,1.4706,0.86186,0
1.054,317.15,3.2237,0,2.5282e+05,82038,271.16,0.91159,-0.55438,1.4879,0.86187,0
1.0474,317.53,2.9265,0,2.5145e+05,81326,270.48,0.91953,-0.57487,1.5052,0.86187,0
1.0409,317.87,2.6124,0,2.5009e+05,80620,269.81,0.92742,-0.59518,1.5225,0.86186,0
1.0345,318.18,2.2781,0,2.4875e+05,79926,269.14,0.93521,-0.61517,1.5398,0.86185,0
1.0283,318.44,1.9198,0,2.4744e+05,79253,268.49,0.94278,-0.63452,1.5572,0.86183,0
1.0224,318.66,1.5311,0,2.4621e+05,78622,267.88,0.9499,-0.65267,1.5746,0.8618,0
1.0173,318.83,1.1021,0,2.4513e+05,78065,267.34,0.9562,-0.6687,1.592,0.86176,0
1.0132,318.94,0.61841,0,2.4427e+05,77628,266.91,0.96117,-0.6813,1.6094,0.86172,0
1.0108,319,0.063444,0,2.4376e+05,77369,266.65,0.96411,-0.68875,1.6266,0.86167,0
1.0106,319,-0.57629,0,2.4373e+05,77354,266.64,0.96426,-0.68918,1.6437,0.86161,0
1.0132,318.92,-1.3009,0,2.4428e+05,77634,266.92,0.96105,-0.68111,1.6606,0.86155,0
1.0187,318.75,-2.0866,0,2.4542e+05,78220,267.5,0.95438,-0.66425,1.6774,0.86148,0
1.0265,318.47,-2.8826,0,2.4706e+05,79062,268.32,0.94486,-0.64002,1.694,0.86141,0
1.0357,318.09,-3.6268,0,2.49e+05,80061,269.28,0.93363,-0.61126,1.7103,0.86133,0
1.0454,317.61,-4.2706,0,2.5103e+05,81109,270.28,0.92192,-0.5811,1.7263,0.86125,0
1.0548,317.07,-4.7966,0,2.5299e+05,82130,271.25,0.91054,-0.55171,1.742,0.86116,0
1.0636,316.48,-5.2146,0,2.5484e+05,83096,272.15,0.89982,-0.52392,1.7574,0.86108,0
1.0719,315.86,-5.5433,0,2.5656e+05,84002,273,0.88977,-0.49784,1.7725,0.86099,0
1.0797,315.23,-5.7992,0,2.5817e+05,84852,273.78,0.88037,-0.47337,1.7872,0.8609,0
1.0869,314.59,-5.9945,0,2.5966e+05,85647,274.51,0.8716,-0.45051,1.8015,0.86081,0
1.0936,313.95,-6.1394,0,2.6105e+05,86387,275.19,0.86346,-0.42921,1.8155,0.86072,0
1.0998,313.33,-6.2424,0,2.6234e+05,87074,275.81,0.8559,-0.40942,1.829,0.86063,0
1.1055,312.71,-6.311,0,2.6353e+05,87712,276.39,0.84889,-0.39106,1.8421,0.86054,0
1.1108,312.11,-6.3515,0,2.6462e+05,88304,276.92,0.8424,-0.37404,1.8548,0.86045,0
1.1158,311.53,-6.3691,0,2.6564e+05,88852,277.41,0.8364,-0.35827,1.867,0.86036,0
1.1203,310.98,-6.3682,0,2.6658e+05,89359,277.86,0.83084,-0.34367,1.8787,0.86028,0
1.1245,310.45,-6.3526,0,2.6744e+05,89828,278.28,0.82571,-0.33017,1.89,0.86019,0
1.1284,309.94,-6.3253,0,2.6824e+05,90262,278.66,0.82096,-0.31768,1.9009,0.86011,0
1.132,309.46,-6.2891,0,2.6897e+05,90663,279.01,0.81658,-0.30615,1.9112,0.86004,0
1.1353,309,-6.246,0,2.6965e+05,91032,279.34,0.81253,-0.29551,1.9211,0.85996,0
1.1383,308.57,-6.1982,0,2.7027e+05,91373,279.64,0.80881,-0.2857,1.9305,0.85989,0
1.1411,308.17,-6.147,0,2.7085e+05,91687,279.91,0.80538,-0.27667,1.9394,0.85982,0
1.1436,307.79,-6.0938,0,2.7137e+05,91976,280.16,0.80222,-0.26836,1.9479,0.85976,0
1.146,307.44,-6.0397,0,2.7186e+05,92241,280.39,0.79933,-0.26073,1.9559,0.8597,0
1.1482,307.11,-5.9857,0,2.723e+05,92484,280.6,0.79667,-0.25374,1.9634,0.85964,0
1.1501,306.81,-5.9326,0,2.727e+05,92706,280.8,0.79425,-0.24734,1.9704,0.85959,0
1.1519,306.53,-5.8808,0,2.7307e+05,92909,280.97,0.79203,-0.24151,1.977,0.85954,0
1.1536,306.27,-5.8311,0,2.734e+05,93093,281.13,0.79002,-0.2362,1.9831,0.85949,0
1.155,306.03,-5.7838,0,2.7371e+05,93260,281.28,0.78819,-0.23139,1.9887,0.85945,0
1.1564,305.81,-5.7392,0,2.7398e+05,93411,281.41,0.78654,-0.22704,1.9939,0.85941,0
1.1576,305.62,-5.6976,0,2.7423e+05,93547,281.52,0.78506,-0.22314,1.9986,0.85937,0
1.1586,305.44,-5.6594,0,2.7444e+05,93668,281.63,0.78374,-0.21966,2.0029,0.85934,0
1.1596,305.29,-5.6243,0,2.7464e+05,93775,281.72,0.78257,-0.21657,2.0067,0.85931,0
1.1604,305.15,-5.5933,0,2.7481e+05,93870,281.8,0.78154,-0.21385,2.0101,0.85928,0
1.1612,305.03,-5.5655,0,2.7496e+05,93953,281.87,0.78063,-0.21145,2.0131,0.85926,0
1.1619,304.91,-5.5373,0,2.751e+05,94032,281.94,0.77976,-0.20917,2.0161,0.85924,0
1.1626,304.78,-5.5074,0,2.7525e+05,94115,282.01,0.77885,-0.20677,2.0193,0.85921,0
1.1634,304.65,-5.4755,0,2.7541e+05,94204,282.09,0.77788,-0.20422,2.0226,0.85919,0
1.1642,304.51,-5.4417,0,2.7558e+05,94296,282.16,0.77687,-0.20157,2.0262,0.85916,0
1.165,304.37,-5.4058,0,2.7575e+05,94391,282.25,0.77583,-0.19883,2.0299,0.85913,0
1.1659,304.22,-5.3679,0,2.7593e+05,94490,282.33,0.77475,-0.19599,2.0337,0.8591,0
1.1668,304.06,-5.3279,0,2.7611e+05,94592,282.42,0.77364,-0.19306,2.0378,0.85907,0
1.1677,303.9,-5.2857,0,2.763e+05,94697,282.51,0.77249,-0.19004,2.042,0.85904,0
1.1687,303.73,-5.2414,0,2.7649e+05,94805,282.6,0.77132,-0.18694,2.0465,0.859,0
1.1696,303.56,-5.195,0,2.7669e+05,94915,282.69,0.77011,-0.18377,2.051,0.85897,0
1.1706,303.38,-5.1464,0,2.7689e+05,95028,282.79,0.76888,-0.18052,2.0558,0.85893,0
1.1716,303.2,-5.0957,0,2.771e+05,95143,282.89,0.76762,-0.17721,2.0608,0.85889,0
1.1727,303.02,-5.0428,0,2.7731e+05,95260,282.99,0.76634,-0.17384,2.0659,0.85885,0
1.1737,302.83,-4.9879,0,2.7752e+05,95379,283.09,0.76504,-0.17042,2.0712,0.85881,0
1.1748,302.63,-4.9308,0,2.7774e+05,95499,283.19,0.76372,-0.16695,2.0767,0.85877,0
1.1758,302.44,-4.8717,0,2.7796e+05,95621,283.29,0.76239,-0.16344,2.0823,0.85873,0
1.1769,302.24,-4.8106,0,2.7818e+05,95744,283.4,0.76104,-0.1599,2.0881,0.85869,0
1.178,302.03,-4.7475,0,2.784e+05,95868,283.5,0.75968,-0.15633,2.0941,0.85864,0
1.1791,301.83,-4.6826,0,2.7862e+05,95993,283.61,0.75832,-0.15274,2.1002,0.8586,0
1.1802,301.62,-4.6158,0,2.7885e+05,96118,283.71,0.75695,-0.14913,2.1065,0.85855,0
1.1813,301.41,-4.5473,0,2.7907e+05,96244,283.82,0.75557,-0.14552,2.1129,0.8585,0
1.1824,301.2,-4.4771,0,2.793e+05,96370,283.92,0.7542,-0.1419,2.1195,0.85845,0
1.1835,300.99,-4.4053,0,2.7952e+05,96495,284.03,0.75283,-0.13829,2.1263,0.85841,0
1.1846,300.78,-4.3321,0,2.7974e+05,96620,284.13,0.75145,-0.13469,2.1332,0.85836,0
1.1857,300.56,-4.2574,0,2.7996e+05,96745,284.24,0.75009,-0.1311,2.1403,0.8583,0
1.1868,300.35,-4.1815,0,2.8019e+05,96869,284.34,0.74873,-0.12753,2.1474,0.85825,0
1.1879,300.14,-4.1044,0,2.804e+05,96992,284.45,0.74738,-0.12398,2.1548,0.8582,0
1.1889,299.92,-4.0263,0,2.8062e+05,97114,284.55,0.74604,-0.12046,2.1622,0.85815,0
1.19,299.71,-3.9472,0,2.8084e+05,97235,284.65,0.74472,-0.11698,2.1698,0.85809,0
1.191,299.5,-3.8673,0,2.8105e+05,97355,284.75,0.7434,-0.11353,2.1775,0.85804,0
1.1921,299.29,-3.7866,0,2.8126e+05,97474,284.85,0.74211,-0.11013,2.1854,0.85799,0
1.1931,299.08,-3.7054,0,2.8147e+05,97590,284.95,0.74083,-0.10677,2.1934,0.85793,0
1.1941,298.87,-3.6236,0,2.8167e+05,97706,285.04,0.73956,-0.10345,2.2014,0.85788,0
1.1951,298.67,-3.5415,0,2.8187e+05,97819,285.14,0.73832,-0.10018,2.2097,0.85782,0
1.1961,298.47,-3.4591,0,2.8207e+05,97931,285.23,0.73709,-0.096971,2.218,0.85777,0
1.197,298.26,-3.3765,0,2.8227e+05,98040,285.32,0.73589,-0.093811,2.2264,0.85771,0
1.198,298.07,-3.2938,0,2.8246e+05,98148,285.41,0.73471,-0.090707,2.235,0.85766,0
1.1989,297.87,-3.2112,0,2.8264e+05,98254,285.5,0.73354,-0.08766,2.2436,0.8576,0
1.1998,297.68,-3.1287,0,2.8283e+05,98358,285.59,0.7324,-0.084673,2.2524,0.85755,0
1.2007,297.49,-3.0466,0,2.8301e+05,98460,285.67,0.73129,-0.081742,2.2613,0.85749,0
1.2015,297.3,-2.9641,0,2.8318e+05,98559,285.75,0.73019,-0.078873,2.2703,0.85744,0
1.2024,297.12,-2.8839,0,2.8336e+05,98658,285.83,0.72912,-0.076045,2.2795,0.85738,0
1.2033,296.93,-2.8008,0,2.8353e+05,98756,285.91,0.72804,-0.07321,2.2888,0.85733,0
1.2042,296.73,-2.7053,0,2.8372e+05,98864,286,0.72685,-0.07012,2.2999,0.85726,0
1.2052,296.49,-2.5977,0,2.8394e+05,98985,286.11,0.72551,-0.066613,2.3127,0.85719,0
1.2064,296.24,-2.4796,0,2.8417e+05,99117,286.21,0.72406,-0.062824,2.3272,0.85711,0
1.2076,295.97,-2.3528,0,2.8441e+05,99255,286.33,0.72255,-0.058863,2.3433,0.85702,0
1.2088,295.7,-2.2196,0,2.8466e+05,99396,286.44,0.72099,-0.054794,2.361,0.85692,0
1.2101,295.42,-2.0821,0,2.8491e+05,99539,286.56,0.71942,-0.050688,2.3801,0.85683,0
1.2113,295.14,-1.9427,0,2.8516e+05,99680,286.68,0.71787,-0.046618,2.4006,0.85673,0
1.2125,294.86,-1.8037,0,2.854e+05,99818,286.79,0.71635,-0.042648,2.4223,0.85662,0
1.2136,294.6,-1.6673,0,2.8563e+05,99951,286.9,0.71489,-0.038831,2.445,0.85652,0
1.2147,294.35,-1.5354,0,2.8585e+05,1.0008e+05,287,0.7135,-0.035209,2.4685,0.85642,0
1.2157,294.11,-1.4098,0,2.8606e+05,1.0019e+05,287.1,0.7122,-0.031812,2.4928,0.85632,0
1.2167,293.88,-1.2916,0,2.8625e+05,1.003e+05,287.19,0.71099,-0.028661,2.5175,0.85622,0
1.2176,293.68,-1.1819,0,2.8643e+05,1.004e+05,287.27,0.70988,-0.025765,2.5426,0.85613,0
1.2184,293.49,-1.0811,0,2.8659e+05,1.005e+05,287.35,0.70887,-0.023124,2.5677,0.85604,0
1.2191,293.32,-0.98956,0,2.8674e+05,1.0058e+05,287.41,0.70795,-0.020732,2.5928,0.85596,0
1.2197,293.16,-0.90714,0,2.8687e+05,1.0065e+05,287.47,0.70713,-0.018577,2.6176,0.85588,0
1.2203,293.02,-0.83361,0,2.8698e+05,1.0072e+05,287.53,0.70638,-0.016644,2.6419,0.85581,0
1.2208,292.9,-0.7685,0,2.8709e+05,1.0078e+05,287.58,0.70572,-0.014915,2.6657,0.85574,0
1.2213,292.78,-0.71127,0,2.8718e+05,1.0084e+05,287.62,0.70513,-0.013371,2.6889,0.85567,0
1.2217,292.68,-0.66127,0,2.8727e+05,1.0088e+05,287.66,0.7046,-0.011994,2.7112,0.85562,0
1.2221,292.59,-0.61783,0,2.8734e+05,1.0093e+05,287.7,0.70413,-0.010766,2.7327,0.85556,0
1.2224,292.51,-0.58028,0,2.8741e+05,1.0096e+05,287.73,0.70371,-0.0096684,2.7532,0.85551,0
1.2227,292.44,-0.54797,0,2.8747e+05,1.01e+05,287.76,0.70333,-0.0086868,2.7727,0.85547,0
1.223,292.38,-0.52027,0,2.8752e+05,1.0103e+05,287.78,0.70299,-0.0078065,2.7913,0.85542,0
1.2232,292.32,-0.4966,0,2.8757e+05,1.0106e+05,287.8,0.70269,-0.0070148,2.8089,0.85538,0
1.2234,292.27,-0.47644,0,2.8761e+05,1.0108e+05,287.82,0.70241,-0.0063004,2.8255,0.85535,0
1.2236,292.22,-0.4593,0,2.8765e+05,1.011e+05,287.84,0.70217,-0.005653,2.8411,0.85531,0
1.2238,292.18,-0.44478,0,2.8769e+05,1.0112e+05,287.86,0.70194,-0.0050639,2.8559,0.85528,0
1.224,292.14,-0.43249,0,2.8772e+05,1.0114e+05,287.87,0.70173,-0.0045252,2.8699,0.85525,0
1.2241,292.1,-0.42211,0,2.8775e+05,1.0116e+05,287.89,0.70154,-0.0040298,2.883,0.85523,0
1.2242,292.07,-0.41336,0,2.8778e+05,1.0118e+05,287.9,0.70137,-0.0035714,2.8955,0.8552,0
1.2244,292.03,-0.40601,0,2.878e+05,1.0119e+05,287.91,0.7012,-0.0031445,2.9074,0.85518,0
1.2245,292,-0.39985,0,2.8783e+05,1.012e+05,287.92,0.70105,-0.002744,2.9187,0.85516,0
1.2246,291.98,-0.39471,0,2.8785e+05,1.0122e+05,287.93,0.7009,-0.0023652,2.9296,0.85514,0
1.2247,291.95,-0.39047,0,2.8787e+05,1.0123e+05,287.94,0.70076,-0.0020039,2.9401,0.85512,0
1.2248,291.92,-0.38702,0,2.8789e+05,1.0124e+05,287.95,0.70063,-0.0016561,2.9503,0.8551,0
1.2249,291.9,-0.38426,0,2.8792e+05,1.0125e+05,287.96,0.7005,-0.0013183,2.9604,0.85509,0
1.225,291.87,-0.38215,0,2.8794e+05,1.0127e+05,287.97,0.70037,-0.00098692,2.9703,0.85507,0
1.2251,291.85,-0.38067,0,2.8796e+05,1.0128e+05,287.98,0.70025,-0.00065877,2.9801,0.85506,0
1.2252,291.82,-0.37971,0,2.8798e+05,1.0129e+05,287.99,0.70012,-0.00033088,2.99,0.85506,0
1.2253,291.8,-0.37959,0,2.88e+05,1.013e+05,288,0.69999,-1.2958e-06,3,0.85506,0
1.2458,286.42,2.0004e-05,0,2.9213e+05,1.0368e+05,289.92,0.67352,0.068621,0,0.86569,0
1.2458,286.42,0.013545,0,2.9213e+05,1.0368e+05,289.92,0.67352,0.068618,0.01,0.86569,0
1.2458,286.42,0.026967,0,2.9213e+05,1.0368e+05,289.92,0.67353,0.068602,0.019898,0.8657,0
1.2458,286.42,0.040394,0,2.9213e+05,1.0368e+05,289.92,0.67354,0.068573,0.029769,0.86571,0
1.2458,286.43,0.05395,0,2.9213e+05,1.0368e+05,289.92,0.67355,0.068533,0.03969,0.86572,0
1.2458,286.43,0.067765,0,2.9213e+05,1.0368e+05,289.92,0.67357,0.068481,0.04974,0.86573,0
1.2458,286.44,0.081976,0,2.9212e+05,1.0368e+05,289.92,0.6736,0.068415,0.059999,0.86575,0
1.2458,286.44,0.09673,0,2.9212e+05,1.0367e+05,289.91,0.67363,0.068334,0.07055,0.86577,0
1.2457,286.45,0.11218,0,2.9211e+05,1.0367e+05,289.91,0.67367,0.068237,0.081475,0.86579,0
1.2457,286.46,0.1285,0,2.921e+05,1.0367e+05,289.91,0.67371,0.06812,0.092857,0.86581,0
1.2457,286.47,0.14587,0,2.921e+05,1.0366e+05,289.9,0.67377,0.06798,0.10478,0.86583,0
1.2456,286.49,0.16448,0,2.9209e+05,1.0366e+05,289.9,0.67383,0.067813,0.11732,0.86585,0
1.2455,286.5,0.18456,0,2.9207e+05,1.0365e+05,289.89,0.67391,0.067616,0.13056,0.86587,0
1.2455,286.52,0.20635,0,2.9206e+05,1.0364e+05,289.89,0.674,0.067381,0.14456,0.8659,0
1.2454,286.54,0.23011,0,2.9204e+05,1.0363e+05,289.88,0.67411,0.067104,0.1594,0.86593,0
1.2453,286.57,0.25615,0,2.9202e+05,1.0362e+05,289.87,0.67423,0.066776,0.17513,0.86596,0
1.2452,286.6,0.28479,0,2.92e+05,1.0361e+05,289.86,0.67438,0.066389,0.1918,0.86599,0
1.245,286.64,0.3164,0,2.9197e+05,1.0359e+05,289.85,0.67456,0.065933,0.20943,0.86603,0
1.2449,286.68,0.35138,0,2.9194e+05,1.0357e+05,289.83,0.67477,0.065398,0.22806,0.86607,0
1.2447,286.74,0.3902,0,2.919e+05,1.0355e+05,289.81,0.67501,0.06477,0.24767,0.86611,0
1.2445,286.8,0.43334,0,2.9186e+05,1.0353e+05,289.79,0.67529,0.064038,0.26826,0.86615,0
1.2442,286.87,0.4813,0,2.9181e+05,1.035e+05,289.77,0.67562,0.063186,0.28978,0.8662,0
1.2439,286.95,0.53463,0,2.9175e+05,1.0346e+05,289.74,0.67601,0.062198,0.31218,0.86626,0
1.2436,287.04,0.59387,0,2.9168e+05,1.0342e+05,289.71,0.67645,0.061058,0.33537,0.86632,0
1.2432,287.15,0.65954,0,2.916e+05,1.0338e+05,289.67,0.67696,0.059749,0.35925,0.86638,0
1.2428,287.27,0.73208,0,2.9151e+05,1.0332e+05,289.63,0.67753,0.058256,0.3837,0.86644,0
1.2422,287.4,0.81186,0,2.9141e+05,1.0327e+05,289.59,0.67819,0.056563,0.40856,0.86652,0
1.2417,287.56,0.89908,0,2.913e+05,1.032e+05,289.53,0.67893,0.054657,0.43369,0.86659,0
1.241,287.73,0.99375,0,2.9117e+05,1.0313e+05,289.47,0.67975,0.05253,0.4589,0.86667,0
1.2403,287.92,1.0956,0,2.9103e+05,1.0304e+05,289.41,0.68066,0.050176,0.484,0.86676,0
1.2396,288.13,1.2042,0,2.9087e+05,1.0295e+05,289.34,0.68166,0.047599,0.50881,0.86685,0
1.2387,288.35,1.3186,0,2.907e+05,1.0286e+05,289.26,0.68274,0.044806,0.53314,0.86694,0
1.2378,288.59,1.4376,0,2.9052e+05,1.0275e+05,289.17,0.68389,0.041818,0.55678,0.86703,0
1.2369,288.84,1.5599,0,2.9033e+05,1.0264e+05,289.09,0.68511,0.038661,0.57956,0.86712,0
1.2359,289.09,1.6837,0,2.9013e+05,1.0253e+05,288.99,0.68638,0.035372,0.6013,0.86722,0
1.2349,289.36,1.8071,0,2.8993e+05,1.0241e+05,288.9,0.68768,0.031999,0.62185,0.86731,0
1.2339,289.62,1.9281,0,2.8973e+05,1.0229e+05,288.8,0.68899,0.028595,0.64107,0.8674,0
1.2329,289.88,2.0447,0,2.8952e+05,1.0218e+05,288.71,0.69029,0.025219,0.65883,0.86748,0
1.2319,290.14,2.1552,0,2.8932e+05,1.0206e+05,288.62,0.69156,0.021938,0.67505,0.86757,0
1.231,290.37,2.2574,0,2.8913e+05,1.0195e+05,288.53,0.69276,0.018809,0.68964,0.86764,0
1.2301,290.6,2.351,0,2.8896e+05,1.0185e+05,288.45,0.69388,0.015901,0.70254,0.86771,0
1.2293,290.8,2.4322,0,2.888e+05,1.0176e+05,288.37,0.6949,0.013255,0.71373,0.86777,0
1.2286,290.97,2.5036,0,2.8865e+05,1.0168e+05,288.31,0.6958,0.010891,0.72318,0.86782,0
1.2279,291.14,2.5738,0,2.8852e+05,1.016e+05,288.24,0.69668,0.0086339,0.73241,0.86787,0
1.2272,291.32,2.644,0,2.8838e+05,1.0152e+05,288.18,0.69759,0.0062718,0.74152,0.86792,0
1.2265,291.5,2.7141,0,2.8823e+05,1.0143e+05,288.11,0.69852,0.0038476,0.75051,0.86797,0
1.2257,291.69,2.7842,0,2.8808e+05,1.0135e+05,288.04,0.69946,0.0013898,0.75939,0.86802,0
1.225,291.87,2.8541,0,2.8793e+05,1.0126e+05,287.97,0.70043,-0.0011096,0.76815,0.86807,0
1.2242,292.06,2.9238,0,2.8777e+05,1.0117e+05,287.9,0.7014,-0.0036524,0.7768,0.86812,0
1.2234,292.25,2.9932,0,2.8762e+05,1.0108e+05,287.82,0.70239,-0.0062353,0.78533,0.86817,0
1.2227,292.44,3.0622,0,2.8746e+05,1.0099e+05,287.75,0.7034,-0.0088563,0.79374,0.86823,0
1.2219,292.64,3.1307,0,2.873e+05,1.009e+05,287.67,0.70442,-0.011514,0.80204,0.86828,0
1.221,292.83,3.1987,0,2.8713e+05,1.0081e+05,287.6,0.70545,-0.014205,0.81021,0.86833,0
1.2202,293.03,3.266,0,2.8697e+05,1.0071e+05,287.52,0.7065,-0.016928,0.81827,0.86838,0
1.2194,293.23,3.3325,0,2.868e+05,1.0062e+05,287.44,0.70755,-0.01968,0.8262,0.86843,0
1.2186,293.43,3.3982,0,2.8663e+05,1.0052e+05,287.36,0.70862,-0.022458,0.834,0.86847,0
1.2177,293.63,3.463,0,2.8646e+05,1.0042e+05,287.28,0.70969,-0.025259,0.84168,0.86852,0
1.2169,293.83,3.5267,0,2.8629e+05,1.0032e+05,287.2,0.71077,-0.02808,0.84922,0.86857,0
1.216,294.03,3.5894,0,2.8612e+05,1.0023e+05,287.12,0.71186,-0.030916,0.85663,0.86862,0
1.2152,294.23,3.6509,0,2.8594e+05,1.0013e+05,287.04,0.71295,-0.033766,0.86391,0.86867,0
1.2143,294.43,3.7112,0,2.8577e+05,1.0003e+05,286.96,0.71405,-0.036623,0.87105,0.86871,0
1.2134,294.63,3.7702,0,2.8559e+05,99928,286.88,0.71514,-0.039486,0.87804,0.86876,0
1.2126,294.83,3.8278,0,2.8542e+05,99829,286.8,0.71624,-0.042348,0.88489,0.86881,0
