Density,Momentum:0,Momentum:1,Energy
1.1456,307.08,-16.927,271770
1.1496,306.48,-16.677,272580
1.1531,305.94,-16.429,273310
1.1562,305.44,-16.187,273950
1.159,305,-15.954,274520
1.1614,304.6,-15.735,275020
1.1636,304.24,-15.53,275460
1.1655,303.93,-15.341,275840
1.1671,303.65,-15.17,276180
1.1685,303.41,-15.017,276460
1.1697,303.21,-14.883,276710
1.1708,303.03,-14.768,276920
1.1717,302.87,-14.656,277110
1.1727,302.69,-14.535,277310
1.1737,302.51,-14.405,277520
1.1748,302.31,-14.266,277750
1.1759,302.11,-14.118,277980
1.1771,301.9,-13.96,278220
1.1783,301.68,-13.792,278460
1.1796,301.45,-13.615,278720
1.1809,301.22,-13.429,278980
1.1821,300.97,-13.233,279240
1.1835,300.73,-13.028,279510
1.1848,300.48,-12.814,279780
1.1861,300.22,-12.591,280050
1.1875,299.97,-12.361,280320
1.1888,299.71,-12.122,280600
1.1902,299.45,-11.876,280870
1.1915,299.19,-11.623,281140
1.1928,298.92,-11.364,281410
1.1941,298.66,-11.099,281680
1.1954,298.41,-10.829,281940
1.1967,298.15,-10.554,282190
1.1979,297.9,-10.276,282450
1.1991,297.65,-9.9944,282690
1.2003,297.4,-9.7106,282940
1.2015,297.16,-9.4251,283170
1.2026,296.92,-9.1384,283400
1.2037,296.69,-8.8514,283620
1.2048,296.47,-8.5646,283840
1.2058,296.25,-8.2788,284040
1.2068,296.04,-7.994,284240
1.2077,295.83,-7.7122,284440
1.2087,295.63,-7.4304,284620
1.2095,295.44,-7.1558,284800
1.2104,295.25,-6.884,284980
1.2113,295.05,-6.5781,285160
1.2123,294.82,-6.2225,285370
1.2134,294.57,-5.8269,285590
1.2146,294.31,-5.4026,285830
1.2157,294.05,-4.9617,286060
1.2168,293.8,-4.5166,286280
1.2179,293.56,-4.0795,286490
1.2188,293.34,-3.6607,286680
1.2197,293.13,-3.2685,286860
1.2204,292.95,-2.909,287010
1.2211,292.8,-2.5853,287150
1.2217,292.66,-2.299,287260
1.2222,292.54,-2.0493,287360
1.2226,292.44,-1.8343,287450
1.223,292.35,-1.6514,287520
1.2233,292.27,-1.4972,287590
1.2236,292.21,-1.3684,287640
1.2238,292.15,-1.2615,287690
1.224,292.1,-1.1733,287730
1.2242,292.06,-1.101,287760
1.2243,292.03,-1.042,287790
1.2244,292,-0.99397,287820
1.2245,291.97,-0.95503,287840
1.2246,291.94,-0.92354,287860
1.2247,291.92,-0.89815,287880
1.2248,291.9,-0.87774,287900
1.2249,291.88,-0.86144,287910
1.225,291.86,-0.84854,287930
1.225,291.84,-0.83851,287940
1.2251,291.83,-0.83097,287950
1.2252,291.81,-0.82572,287970
1.2252,291.8,-0.82235,287980
1.2253,291.78,-0.82194,287990
1.2468,286.15,6.7415E-05,292330
1.2468,286.15,0.038289,292330
1.2468,286.15,0.076251,292330
1.2468,286.16,0.11447,292330
1.2468,286.16,0.15353,292320
1.2468,286.16,0.19404,292320
1.2468,286.17,0.23667,292320
1.2467,286.17,0.28216,292310
1.2467,286.18,0.33132,292310
1.2467,286.19,0.38505,292300
1.2466,286.2,0.4444,292290
1.2466,286.22,0.51053,292280
1.2465,286.23,0.58482,292270
1.2464,286.26,0.66883,292250
1.2463,286.28,0.7644,292230
1.2462,286.32,0.87362,292210
1.2461,286.36,0.9989,292180
1.2459,286.41,1.1429,292140
1.2457,286.47,1.3084,292100
1.2454,286.54,1.4986,292040
1.2451,286.63,1.716,291980
1.2447,286.74,1.9634,291900
1.2442,286.86,2.2421,291810
1.2437,287,2.5529,291700
1.2431,287.17,2.8943,291570
1.2424,287.36,3.2632,291430
1.2416,287.57,3.6541,291270
1.2407,287.79,4.0594,291100
1.2398,288.03,4.4695,290920
1.2389,288.28,4.8738,290730
1.2379,288.53,5.2606,290540
1.237,288.77,5.6209,290350
1.2361,288.99,5.942,290170
1.2353,289.19,6.2145,290010
1.2346,289.37,6.4635,289870
1.2339,289.55,6.7136,289720
1.2331,289.75,6.965,289570
1.2323,289.95,7.2177,289410
1.2315,290.15,7.471,289240
1.2306,290.37,7.7246,289070
1.2297,290.58,7.9777,288890
1.2288,290.81,8.23,288710
1.2279,291.04,8.4808,288520
1.2269,291.27,8.7294,288320
1.2259,291.51,8.9754,288120
1.2249,291.75,9.2181,287920
1.2239,291.99,9.4569,287710
1.2229,292.24,9.6913,287500
1.2218,292.49,9.9207,287290
1.2208,292.74,10.145,287080
1.2197,292.99,10.363,286860
1.2186,293.25,10.574,286640
1.2175,293.5,10.779,286420
1.2164,293.75,10.976,286200
1.2154,293.99,11.166,285980
1.2143,294.24,11.348,285760
1.2132,294.48,11.523,285550
1.2122,294.71,11.689,285340
1.2111,294.94,11.847,285130
1.2101,295.17,11.997,284920
1.2091,295.39,12.139,284720
1.2082,295.6,12.273,284530
1.2072,295.8,12.398,284340
1.2063,296,12.516,284160
1.2055,296.19,12.626,283980
1.2047,296.37,12.728,283810
1.2039,296.54,12.823,283650
1.2031,296.7,12.91,283500
1.2024,296.85,12.991,283350
1.2016,297.01,13.079,283200
1.2007,297.21,13.18,283010
1.1996,297.44,13.294,282790
1.1984,297.7,13.419,282540
1.1969,297.99,13.556,282250
1.1953,298.32,13.702,281930
1.1935,298.69,13.856,281560
1.1915,299.1,14.016,281150
1.1893,299.54,14.181,280690
1.1868,300.03,14.346,280190
1.1841,300.57,14.509,279630
1.181,301.14,14.666,279020
1.1777,301.76,14.812,278340
1.1741,302.43,14.944,277600
1.1702,303.14,15.055,276800
1.1659,303.89,15.14,275920
1.1612,304.68,15.193,274980
1.1562,305.51,15.207,273950
1.1509,306.38,15.177,272850
1.1451,307.27,15.096,271670
1.1389,308.18,14.959,270410
1.1324,309.11,14.76,269070
1.1255,310.05,14.494,267640
1.1182,310.99,14.158,266140
1.1105,311.91,13.749,264560
1.1026,312.82,13.266,262910
1.0943,313.69,12.708,261190
1.0857,314.53,12.077,259410
1.0768,315.32,11.374,257570
1.0677,316.06,10.605,255690
1.0585,316.73,9.7723,253760
1.0491,317.33,8.8826,251800
1.0396,317.85,7.9426,249820
1.0301,318.3,6.9576,247820
1.0205,318.66,5.9237,245810
1.0109,318.95,4.8377,243790
1.0014,319.16,3.6985,241780
0.992,319.3,2.4965,239800
0.98319,319.36,1.2039,237940
0.97563,319.37,-0.24186,236340
0.97071,319.35,-1.9511,235300
0.97063,319.32,-4.066,235280
0.97797,319.26,-6.6751,236830
0.99396,319.03,-9.6365,240210
1.0165,318.45,-12.478,244950
1.04,317.5,-14.623,249900
1.0601,316.35,-15.908,254090
1.0757,315.19,-16.586,257340
1.0881,314.08,-16.943,259920
1.0987,313.02,-17.127,262110
1.108,312.01,-17.188,264030
1.1162,311.06,-17.151,265730
1.1234,310.17,-17.04,267210
1.1298,309.34,-16.879,268520
1.1354,308.58,-16.684,269680
1.1404,307.87,-16.467,270710
1.1449,307.23,-16.238,271620
1.1488,306.64,-16.004,272430
1.1523,306.1,-15.771,273150
1.1554,305.61,-15.543,273790
1.1582,305.17,-15.324,274350
1.1606,304.78,-15.117,274850
1.1627,304.42,-14.924,275280
1.1646,304.11,-14.745,275670
1.1662,303.84,-14.584,276000
1.1676,303.6,-14.438,276280
1.1688,303.39,-14.311,276530
1.1699,303.22,-14.203,276740
1.1708,303.06,-14.096,276930
1.1718,302.88,-13.981,277130
1.1728,302.7,-13.858,277340
1.1739,302.5,-13.726,277560
1.175,302.3,-13.585,277790
1.1762,302.09,-13.435,278030
1.1774,301.87,-13.276,278280
1.1787,301.65,-13.108,278530
1.18,301.41,-12.931,278790
1.1812,301.17,-12.745,279060
1.1826,300.93,-12.55,279330
1.1839,300.68,-12.346,279600
1.1852,300.42,-12.134,279870
1.1866,300.17,-11.914,280140
1.1879,299.91,-11.687,280420
1.1893,299.64,-11.452,280690
1.1906,299.38,-11.211,280960
1.1919,299.12,-10.964,281230
1.1933,298.86,-10.711,281500
1.1946,298.6,-10.453,281760
1.1958,298.34,-10.191,282020
1.1971,298.09,-9.9249,282280
1.1983,297.83,-9.6558,282530
1.1995,297.59,-9.3844,282770
1.2007,297.34,-9.1111,283010
1.2018,297.1,-8.8367,283240
1.2029,296.87,-8.5618,283470
1.204,296.64,-8.287,283690
1.2051,296.42,-8.013,283900
1.2061,296.2,-7.7398,284100
1.207,295.99,-7.4694,284300
1.208,295.79,-7.1988,284490
1.2089,295.59,-6.9349,284670
1.2098,295.4,-6.6737,284850
1.2107,295.19,-6.3796,285040
1.2117,294.96,-6.0373,285250
1.2129,294.7,-5.6564,285480
1.2141,294.44,-5.2474,285720
1.2152,294.17,-4.822,285960
1.2164,293.91,-4.3922,286190
1.2175,293.66,-3.9695,286410
1.2185,293.43,-3.5642,286610
1.2194,293.22,-3.1842,286790
1.2202,293.03,-2.8355,286950
1.2209,292.86,-2.5213,287090
1.2215,292.72,-2.2431,287220
1.222,292.59,-2.0003,287320
1.2224,292.48,-1.7912,287420
1.2228,292.39,-1.6131,287490
1.2232,292.31,-1.463,287560
1.2234,292.24,-1.3374,287620
1.2237,292.18,-1.2332,287670
1.2239,292.13,-1.1473,287710
1.2241,292.09,-1.0768,287740
1.2242,292.05,-1.0192,287780
1.2244,292.01,-0.97235,287800
1.2245,291.98,-0.93435,287830
1.2246,291.96,-0.90362,287850
1.2247,291.93,-0.87884,287870
1.2248,291.91,-0.85893,287890
1.2249,291.89,-0.84301,287910
1.225,291.87,-0.83042,287920
1.225,291.85,-0.82063,287940
1.2251,291.83,-0.81327,287950
1.2252,291.82,-0.80815,287960
1.2252,291.8,-0.80486,287980
1.2253,291.78,-0.80446,287990
1.2467,286.18,6.5885E-05,292310
1.2467,286.18,0.037434,292310
1.2467,286.18,0.074548,292310
1.2467,286.18,0.11191,292310
1.2467,286.18,0.1501,292310
1.2467,286.19,0.1897,292300
1.2467,286.19,0.23136,292300
1.2466,286.2,0.27582,292300
1.2466,286.21,0.32386,292290
1.2466,286.22,0.37636,292280
1.2465,286.23,0.43433,292270
1.2465,286.24,0.49893,292260
1.2464,286.26,0.57147,292250
1.2463,286.29,0.65349,292230
1.2462,286.32,0.74675,292210
1.2461,286.35,0.85331,292180
1.2459,286.39,0.97547,292150
1.2457,286.45,1.1158,292110
1.2455,286.51,1.2771,292060
1.2452,286.59,1.4621,292010
1.2449,286.69,1.6737,291940
1.2445,286.8,1.914,291850
1.244,286.93,2.1847,291760
1.2434,287.08,2.4861,291640
1.2428,287.25,2.8169,291510
1.242,287.45,3.1739,291370
1.2412,287.67,3.5518,291200
1.2403,287.9,3.943,291020
1.2394,288.15,4.3383,290830
1.2384,288.41,4.7277,290630
1.2374,288.66,5.0997,290440
1.2365,288.91,5.4459,290240
1.2356,289.13,5.7541,290060
1.2348,289.33,6.0154,289900
1.234,289.52,6.2542,289760
1.2333,289.71,6.4938,289610
1.2325,289.91,6.7345,289450
1.2317,290.11,6.9762,289280
1.2309,290.32,7.2185,289110
1.23,290.53,7.4608,288940
1.2291,290.75,7.7027,288760
1.2282,290.98,7.9435,288570
1.2272,291.21,8.1828,288380
1.2263,291.45,8.4199,288190
1.2253,291.69,8.6544,287990
1.2243,291.93,8.8857,287780
1.2232,292.18,9.1131,287570
1.2222,292.42,9.3363,287360
1.2211,292.67,9.5546,287150
1.2201,292.93,9.7675,286930
1.219,293.18,9.9748,286720
1.2179,293.43,10.176,286500
1.2168,293.68,10.37,286280
1.2157,293.93,10.558,286060
1.2146,294.17,10.738,285840
1.2136,294.42,10.912,285620
1.2125,294.66,11.077,285410
1.2115,294.89,11.235,285200
1.2104,295.12,11.385,284990
1.2094,295.34,11.527,284780
1.2085,295.56,11.662,284590
1.2075,295.77,11.789,284390
1.2066,295.97,11.908,284200
1.2057,296.17,12.019,284020
1.2048,296.35,12.124,283850
1.204,296.53,12.22,283680
1.2032,296.7,12.311,283520
1.2025,296.86,12.393,283370
1.2017,297.01,12.47,283220
1.201,297.17,12.554,283070
1.2001,297.37,12.649,282890
1.199,297.59,12.757,282670
1.1978,297.85,12.876,282420
1.1964,298.14,13.005,282130
1.1948,298.47,13.144,281810
1.193,298.83,13.29,281450
1.191,299.23,13.442,281040
1.1888,299.67,13.597,280590
1.1863,300.16,13.754,280090
1.1836,300.68,13.909,279540
1.1806,301.25,14.057,278930
1.1774,301.86,14.197,278270
1.1738,302.52,14.321,277540
1.1699,303.22,14.427,276740
1.1657,303.96,14.508,275880
1.1611,304.74,14.558,274940
1.1561,305.56,14.573,273930
1.1508,306.41,14.545,272850
1.1452,307.29,14.469,271680
1.1391,308.19,14.339,270440
1.1326,309.11,14.151,269110
1.1258,310.03,13.899,267710
1.1186,310.96,13.581,266230
1.1111,311.87,13.193,264670
1.1032,312.77,12.734,263040
1.095,313.64,12.203,261350
1.0865,314.47,11.603,259590
1.0778,315.26,10.934,257770
1.0688,315.99,10.201,255910
1.0596,316.66,9.4076,254000
1.0504,317.26,8.5587,252070
1.041,317.79,7.661,250110
1.0316,318.24,6.7194,248130
1.0221,318.62,5.7297,246150
1.0126,318.91,4.688,244150
1.0032,319.13,3.5918,242170
0.99406,319.28,2.4293,240240
0.98553,319.36,1.1695,238440
0.97843,319.38,-0.2525,236930
0.97417,319.37,-1.9436,236030
0.97493,319.34,-4.0293,236190
0.98294,319.25,-6.5641,237880
0.99898,318.98,-9.3749,241270
1.0206,318.36,-12.003,245820
1.0428,317.41,-13.961,250470
1.0615,316.29,-15.147,254390
1.0764,315.17,-15.796,257480
1.0884,314.09,-16.153,259980
1.0987,313.06,-16.344,262120
1.1079,312.07,-16.415,264010
1.1159,311.14,-16.39,265670
1.123,310.26,-16.294,267130
1.1293,309.45,-16.148,268420
1.1348,308.7,-15.97,269570
1.1398,308,-15.769,270580
1.1442,307.37,-15.556,271480
1.1481,306.78,-15.337,272290
1.1516,306.25,-15.118,273000
1.1547,305.77,-14.904,273630
1.1574,305.33,-14.698,274190
1.1598,304.94,-14.503,274680
1.1619,304.59,-14.32,275120
1.1638,304.28,-14.152,275500
1.1654,304.01,-13.999,275830
1.1668,303.77,-13.861,276110
1.168,303.57,-13.741,276360
1.169,303.4,-13.639,276570
1.17,303.23,-13.537,276760
1.1709,303.06,-13.429,276950
1.172,302.88,-13.312,277170
1.1731,302.69,-13.187,277390
1.1742,302.49,-13.054,277620
1.1754,302.28,-12.911,277860
1.1766,302.06,-12.76,278110
1.1778,301.83,-12.601,278360
1.1791,301.6,-12.432,278620
1.1804,301.36,-12.255,278880
1.1817,301.11,-12.07,279150
1.183,300.86,-11.877,279420
1.1844,300.61,-11.675,279690
1.1857,300.35,-11.466,279970
1.1871,300.09,-11.25,280240
1.1884,299.83,-11.026,280520
1.1898,299.57,-10.797,280790
1.1911,299.31,-10.561,281060
1.1924,299.05,-10.32,281330
1.1937,298.78,-10.074,281600
1.195,298.52,-9.8238,281860
1.1963,298.27,-9.5699,282120
1.1975,298.01,-9.3131,282370
1.1988,297.76,-9.0538,282620
1.1999,297.52,-8.7927,282860
1.2011,297.28,-8.5303,283090
1.2022,297.04,-8.2674,283320
1.2033,296.81,-8.0044,283540
1.2044,296.58,-7.7421,283760
1.2054,296.36,-7.4804,283960
1.2064,296.15,-7.2213,284160
1.2073,295.94,-6.9618,284360
1.2083,295.74,-6.7087,284540
1.2092,295.55,-6.458,284730
1.2101,295.34,-6.1756,284920
1.2112,295.1,-5.8468,285130
1.2123,294.83,-5.4806,285370
1.2136,294.56,-5.087,285620
1.2148,294.28,-4.6772,285860
1.216,294.01,-4.2628,286100
1.2171,293.76,-3.8549,286330
1.2181,293.52,-3.4633,286540
1.219,293.3,-3.0958,286730
1.2199,293.1,-2.7582,286900
1.2206,292.93,-2.4539,287040
1.2212,292.77,-2.1841,287170
1.2218,292.64,-1.9485,287290
1.2223,292.53,-1.7455,287380
1.2227,292.43,-1.5725,287460
1.223,292.34,-1.4265,287530
1.2233,292.27,-1.3044,287590
1.2236,292.21,-1.2031,287650
1.2238,292.15,-1.1195,287690
1.224,292.11,-1.0508,287730
1.2242,292.07,-0.9948,287760
1.2243,292.03,-0.94919,287790
1.2244,292,-0.91219,287820
1.2246,291.97,-0.88227,287840
1.2247,291.94,-0.85813,287860
1.2248,291.92,-0.83873,287880
1.2248,291.9,-0.82323,287900
1.2249,291.88,-0.81097,287920
1.225,291.86,-0.80144,287930
1.2251,291.84,-0.79426,287950
1.2252,291.82,-0.78927,287960
1.2252,291.8,-0.78607,287980
1.2253,291.79,-0.78568,287990
1.2466,286.2,6.423E-05,292300
1.2466,286.2,0.036513,292300
1.2466,286.2,0.072714,292290
1.2466,286.2,0.10916,292290
1.2466,286.2,0.1464,292290
1.2466,286.21,0.18502,292290
1.2466,286.21,0.22565,292280
1.2466,286.22,0.269,292280
1.2465,286.23,0.31584,292270
1.2465,286.24,0.36702,292260
1.2464,286.25,0.42353,292250
1.2464,286.27,0.48647,292240
1.2463,286.29,0.55715,292230
1.2462,286.32,0.63704,292210
1.2461,286.35,0.72785,292190
1.246,286.38,0.83157,292160
1.2458,286.43,0.95042,292130
1.2456,286.49,1.0869,292080
1.2453,286.56,1.2436,292030
1.245,286.64,1.4234,291970
1.2447,286.74,1.6287,291900
1.2442,286.85,1.8618,291810
1.2437,286.99,2.1241,291710
1.2431,287.15,2.4158,291590
1.2425,287.33,2.7357,291450
1.2417,287.54,3.0805,291300
1.2409,287.76,3.445,291130
1.2399,288.01,3.8219,290940
1.239,288.26,4.2024,290750
1.2379,288.53,4.5766,290540
1.2369,288.79,4.9338,290340
1.236,289.04,5.2659,290140
1.235,289.27,5.5612,289960
1.2342,289.48,5.8115,289790
1.2335,289.67,6.04,289650
1.2327,289.86,6.2692,289490
1.2319,290.06,6.4993,289330
1.2311,290.27,6.7303,289170
1.2303,290.48,6.9616,288990
1.2294,290.7,7.1929,288820
1.2285,290.92,7.4236,288630
1.2275,291.15,7.6532,288450
1.2266,291.38,7.8812,288250
1.2256,291.62,8.1071,288060
1.2246,291.86,8.3304,287850
1.2236,292.1,8.5504,287650
1.2226,292.35,8.7668,287440
1.2215,292.6,8.979,287230
1.2205,292.85,9.1865,287010
1.2194,293.1,9.3888,286800
1.2183,293.35,9.5857,286580
1.2172,293.6,9.7766,286360
1.2161,293.85,9.9612,286140
1.2151,294.1,10.139,285920
1.214,294.35,10.311,285700
1.2129,294.59,10.475,285490
1.2119,294.83,10.632,285270
1.2108,295.06,10.781,285060
1.2098,295.29,10.924,284860
1.2088,295.51,11.059,284650
1.2078,295.73,11.186,284450
1.2069,295.93,11.306,284260
1.2059,296.13,11.419,284080
1.205,296.33,11.525,283900
1.2042,296.51,11.624,283720
1.2034,296.69,11.715,283560
1.2026,296.85,11.801,283400
1.2019,297.01,11.879,283250
1.2011,297.16,11.952,283100
1.2004,297.32,12.031,282950
1.1995,297.52,12.122,282770
1.1984,297.74,12.224,282550
1.1972,297.99,12.336,282300
1.1958,298.28,12.459,282020
1.1942,298.61,12.59,281700
1.1925,298.96,12.728,281340
1.1905,299.36,12.872,280940
1.1883,299.8,13.019,280490
1.1859,300.27,13.168,280000
1.1832,300.79,13.314,279450
1.1802,301.35,13.455,278850
1.177,301.96,13.587,278190
1.1735,302.61,13.705,277470
1.1696,303.3,13.806,276690
1.1655,304.03,13.882,275840
1.1609,304.8,13.931,274910
1.1561,305.6,13.945,273920
1.1508,306.44,13.919,272850
1.1452,307.31,13.847,271700
1.1392,308.2,13.725,270470
1.1329,309.1,13.547,269160
1.1261,310.02,13.309,267780
1.119,310.93,13.007,266310
1.1116,311.84,12.639,264780
1.1038,312.73,12.204,263170
1.0957,313.59,11.701,261490
1.0873,314.42,11.13,259750
1.0787,315.2,10.495,257960
1.0698,315.93,9.7968,256120
1.0608,316.6,9.0413,254240
1.0516,317.2,8.2323,252320
1.0423,317.73,7.376,250380
1.033,318.18,6.4769,248430
1.0236,318.57,5.5306,246470
1.0143,318.87,4.5325,244500
1.005,319.1,3.4785,242550
0.99606,319.26,2.3549,240660
0.98783,319.35,1.128,238920
0.98118,319.38,-0.26825,237520
0.97758,319.38,-1.9359,236760
0.9791,319.34,-3.983,237080
0.98769,319.23,-6.4328,238890
1.0037,318.91,-9.09,242260
1.0244,318.27,-11.517,246620
1.0452,317.32,-13.305,250990
1.0629,316.24,-14.404,254680
1.0771,315.15,-15.026,257630
1.0887,314.1,-15.38,260050
1.0988,313.09,-15.576,262140
1.1078,312.12,-15.654,263990
1.1157,311.21,-15.64,265620
1.1227,310.35,-15.558,267060
1.1288,309.55,-15.427,268330
1.1343,308.81,-15.263,269460
1.1392,308.12,-15.078,270460
1.1436,307.49,-14.879,271360
1.1474,306.92,-14.675,272150
1.1509,306.39,-14.47,272860
1.1539,305.92,-14.269,273480
1.1567,305.48,-14.076,274040
1.1591,305.1,-13.892,274530
1.1612,304.75,-13.72,274960
1.163,304.44,-13.561,275340
1.1646,304.17,-13.416,275670
1.166,303.94,-13.286,275950
1.1672,303.74,-13.173,276200
1.1682,303.56,-13.076,276400
1.1692,303.4,-12.98,276590
1.1701,303.23,-12.878,276790
1.1712,303.05,-12.767,277000
1.1723,302.86,-12.649,277220
1.1734,302.66,-12.522,277450
1.1746,302.45,-12.388,277690
1.1758,302.23,-12.245,277940
1.177,302.01,-12.093,278190
1.1783,301.78,-11.934,278450
1.1796,301.54,-11.766,278720
1.1809,301.29,-11.59,278980
1.1822,301.04,-11.406,279250
1.1836,300.79,-11.215,279530
1.1849,300.53,-11.016,279800
1.1863,300.27,-10.81,280080
1.1876,300.01,-10.598,280360
1.189,299.75,-10.38,280630
1.1903,299.49,-10.155,280900
1.1916,299.22,-9.9259,281170
1.193,298.96,-9.6917,281440
1.1943,298.7,-9.4534,281700
1.1955,298.44,-9.2115,281960
1.1968,298.19,-8.9666,282220
1.198,297.93,-8.7192,282470
1.1992,297.69,-8.4701,282710
1.2004,297.44,-8.2196,282950
1.2015,297.2,-7.9685,283180
1.2026,296.97,-7.7173,283400
1.2037,296.74,-7.4665,283620
1.2047,296.52,-7.2163,283830
1.2057,296.3,-6.9683,284030
1.2067,296.09,-6.7199,284230
1.2076,295.89,-6.4775,284420
1.2086,295.69,-6.2373,284610
1.2095,295.47,-5.9666,284800
1.2106,295.23,-5.6512,285020
1.2118,294.96,-5.2997,285270
1.2131,294.68,-4.9216,285520
1.2143,294.39,-4.5276,285770
1.2155,294.12,-4.1288,286020
1.2167,293.85,-3.7359,286250
1.2178,293.6,-3.3582,286470
1.2187,293.37,-3.0036,286660
1.2196,293.17,-2.6774,286840
1.2204,292.99,-2.3831,286990
1.221,292.83,-2.1221,287130
1.2216,292.69,-1.8939,287250
1.2221,292.57,-1.6972,287350
1.2225,292.47,-1.5295,287430
1.2229,292.38,-1.3879,287510
1.2232,292.3,-1.2695,287570
1.2235,292.23,-1.1711,287630
1.2237,292.18,-1.0899,287670
1.2239,292.13,-1.0233,287710
1.2241,292.08,-0.96883,287750
1.2243,292.05,-0.92452,287780
1.2244,292.01,-0.88858,287810
1.2245,291.98,-0.8595,287830
1.2246,291.96,-0.83604,287860
1.2247,291.93,-0.81719,287880
1.2248,291.91,-0.80213,287900
1.2249,291.89,-0.79021,287910
1.225,291.87,-0.78094,287930
1.2251,291.85,-0.77397,287950
1.2251,291.83,-0.76912,287960
1.2252,291.81,-0.766,287980
1.2253,291.79,-0.76563,287990
1.2466,286.22,6.2453E-05,292280
1.2466,286.22,0.035529,292280
1.2466,286.22,0.070754,292280
1.2466,286.22,0.10622,292280
1.2465,286.23,0.14245,292280
1.2465,286.23,0.18002,292270
1.2465,286.24,0.21955,292270
1.2465,286.24,0.26172,292260
1.2464,286.25,0.30727,292260
1.2464,286.26,0.35705,292250
1.2464,286.28,0.41199,292240
1.2463,286.3,0.47319,292220
1.2462,286.32,0.54188,292210
1.2461,286.34,0.61951,292190
1.246,286.38,0.70773,292170
1.2459,286.42,0.80844,292140
1.2457,286.47,0.92381,292100
1.2455,286.53,1.0562,292060
1.2452,286.6,1.2082,292000
1.2449,286.68,1.3824,291940
1.2445,286.79,1.5812,291860
1.244,286.91,1.8068,291770
1.2435,287.06,2.0604,291660
1.2429,287.22,2.3421,291540
1.2422,287.41,2.6508,291400
1.2414,287.62,2.9831,291240
1.2405,287.86,3.334,291060
1.2396,288.11,3.6964,290870
1.2386,288.37,4.0619,290670
1.2375,288.64,4.4209,290460
1.2365,288.91,4.7633,290250
1.2355,289.17,5.0812,290050
1.2346,289.41,5.3638,289860
1.2337,289.61,5.603,289690
1.233,289.81,5.8214,289540
1.2322,290,6.0403,289390
1.2314,290.2,6.2599,289220
1.2305,290.41,6.4802,289050
1.2297,290.63,6.7008,288880
1.2288,290.85,6.9212,288700
1.2279,291.07,7.1409,288510
1.2269,291.3,7.3595,288320
1.226,291.54,7.5765,288130
1.225,291.78,7.7913,287930
1.224,292.02,8.0036,287730
1.223,292.26,8.2127,287520
1.2219,292.51,8.4182,287310
1.2209,292.76,8.6197,287100
1.2198,293.01,8.8167,286890
1.2187,293.26,9.0087,286670
1.2177,293.52,9.1955,286450
1.2166,293.77,9.3765,286230
1.2155,294.02,9.5516,286010
1.2144,294.26,9.7204,285790
1.2133,294.51,9.8827,285570
1.2123,294.75,10.038,285360
1.2112,294.99,10.187,285150
1.2102,295.22,10.329,284940
1.2092,295.45,10.464,284730
1.2082,295.67,10.591,284530
1.2072,295.88,10.712,284330
1.2062,296.09,10.826,284140
1.2053,296.29,10.932,283950
1.2044,296.48,11.033,283770
1.2036,296.66,11.126,283600
1.2028,296.84,11.213,283440
1.202,297,11.294,283280
1.2013,297.16,11.368,283130
1.2006,297.31,11.437,282980
1.1998,297.47,11.511,282830
1.1989,297.66,11.597,282650
1.1979,297.88,11.694,282440
1.1966,298.13,11.8,282190
1.1953,298.42,11.916,281910
1.1937,298.74,12.04,281590
1.192,299.09,12.171,281240
1.19,299.48,12.307,280840
1.1878,299.91,12.446,280400
1.1854,300.39,12.587,279910
1.1828,300.9,12.725,279370
1.1799,301.45,12.859,278770
1.1767,302.05,12.983,278120
1.1732,302.69,13.096,277410
1.1694,303.37,13.19,276640
1.1652,304.09,13.263,275800
1.1608,304.85,13.309,274880
1.156,305.64,13.323,273900
1.1508,306.47,13.299,272840
1.1453,307.33,13.231,271710
1.1394,308.21,13.116,270490
1.1331,309.1,12.948,269200
1.1264,310,12.723,267840
1.1194,310.91,12.438,266390
1.1121,311.8,12.09,264880
1.1044,312.69,11.677,263290
1.0964,313.54,11.2,261630
1.0881,314.36,10.659,259910
1.0795,315.14,10.055,258140
1.0708,315.87,9.392,256320
1.0618,316.53,8.6735,254460
1.0527,317.14,7.9036,252560
1.0436,317.67,7.088,250650
1.0344,318.13,6.2306,248720
1.0251,318.52,5.3269,246780
1.0159,318.83,4.3715,244840
1.0068,319.07,3.3592,242920
0.998,319.24,2.2742,241070
0.99007,319.33,1.0806,239400
0.98389,319.38,-0.2875,238090
0.98093,319.38,-1.9262,237460
0.98315,319.34,-3.9258,237930
0.99222,319.19,-6.2818,239850
1.0081,318.84,-8.7841,243180
1.0279,318.17,-11.023,247360
1.0475,317.23,-12.658,251470
1.0642,316.18,-13.678,254950
1.0778,315.13,-14.274,257770
1.0891,314.1,-14.624,260120
1.099,313.11,-14.822,262170
1.1077,312.16,-14.907,263980
1.1155,311.27,-14.903,265580
1.1223,310.43,-14.832,266990
1.1284,309.64,-14.715,268240
1.1338,308.91,-14.565,269360
1.1387,308.24,-14.394,270350
1.143,307.61,-14.209,271240
1.1468,307.05,-14.019,272020
1.1502,306.53,-13.827,272720
1.1533,306.05,-13.639,273340
1.156,305.63,-13.457,273900
1.1584,305.24,-13.284,274380
1.1605,304.9,-13.123,274810
1.1623,304.6,-12.973,275190
1.1639,304.33,-12.837,275520
1.1653,304.09,-12.714,275800
1.1665,303.89,-12.607,276040
1.1675,303.72,-12.516,276250
