"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2229,2.8722e+05,0.6917,288.09,-0.80825,0,1.0132e+05,0.00046837,288.61,1,2.973,2.973,0.3,0
1.2229,2.8722e+05,0.69173,288.09,-0.80714,0,1.0131e+05,0.00041618,288.61,1,2.976,2.976,0.3,0
1.2229,2.8722e+05,0.69175,288.1,-0.80621,0,1.0131e+05,0.00036407,288.6,1,2.979,2.979,0.3,0
1.2229,2.8721e+05,0.69177,288.1,-0.80535,0,1.0131e+05,0.00031197,288.6,1,2.982,2.982,0.3,0
1.2229,2.8721e+05,0.69179,288.1,-0.80469,0,1.0131e+05,0.00025994,288.6,1,2.985,2.985,0.3,0
1.2229,2.8721e+05,0.69181,288.11,-0.80406,0,1.0131e+05,0.00020792,288.6,1,2.988,2.988,0.3,0
1.2228,2.8721e+05,0.69183,288.11,-0.80366,0,1.0131e+05,0.00015594,288.6,1,2.991,2.991,0.3,0
1.2228,2.872e+05,0.69185,288.12,-0.80328,0,1.013e+05,0.00010396,288.6,1,2.994,2.994,0.3,0
1.2228,2.872e+05,0.69187,288.12,-0.80324,0,1.013e+05,5.1996e-05,288.59,1,2.997,2.997,0.3,0
1.2228,2.872e+05,0.69189,288.13,-0.8032,0,1.013e+05,3.5461e-08,288.59,1,3,3,0.3,0
